outcome,outcome_label,cohort,baseline_year,target_year,event_time,n_treated_states,n_control_states,treated_states,control_states,treated_change,control_change,att
firearm_suicide_rate_per_100k,Firearm Suicide,2016,2015,2016,0,2,42,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.560634510838609,0.2989952610789688,0.26163924975964026
firearm_suicide_rate_per_100k,Firearm Suicide,2016,2015,2017,1,2,39,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,2.1324964321294635,0.44946039445546543,1.6830360376739981
firearm_suicide_rate_per_100k,Firearm Suicide,2016,2015,2018,2,2,39,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.9165000324900792,0.4854579949247646,1.4310420375653146
firearm_suicide_rate_per_100k,Firearm Suicide,2016,2015,2019,3,2,36,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.6174743523512456,0.3809847380569814,-0.998459090408227
firearm_suicide_rate_per_100k,Firearm Suicide,2016,2015,2020,4,2,36,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.4192384851197897,0.518646070254078,0.9005924148657116
firearm_suicide_rate_per_100k,Firearm Suicide,2016,2015,2021,5,2,31,Idaho;West Virginia,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.9321548979701495,1.0789420472926436,-0.14678714932249415
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2012,-5,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-1.428732847066777,-0.6935883648389141,-0.735144482227863
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2013,-4,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-1.317548847575982,-0.5137040017343774,-0.8038448458416046
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2014,-3,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.09855362154770653,-0.4551608126978874,0.35660719115018086
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2015,-2,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.5837588698159978,-0.27709036809919735,-0.30666850171680043
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2017,0,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,1.2767058904001292,0.17237002635626814,1.104335864043861
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2018,1,3,39,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Kentucky;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.6307001688959524,0.20836762682556723,0.4223325420703852
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2019,2,3,36,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.4641485140846993,0.14451514250829117,0.31963337157640814
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2020,3,3,36,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.12140910547591706,0.28217647470538765,-0.1607673692294706
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2021,4,3,31,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.1620481453597395,0.8020060366474413,0.36004210871229825
firearm_suicide_rate_per_100k,Firearm Suicide,2017,2016,2022,5,3,28,Missouri;New Hampshire;North Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,2.072847592604058,0.8107341523864291,1.262113440217629
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2014,-5,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.90816588679305,-0.6431419855843218,-0.2650239012087282
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2015,-4,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.5844322105341266,-0.4772101436239844,-0.10722206691014224
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2016,-3,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.18010742817115558,-0.24074054807529408,0.42084797624644965
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2017,-2,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.7449455983497485,0.023081399354071733,-0.7680269977038202
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2019,0,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,-0.1689595712695405,-0.09622540556700292,-0.07273416570253759
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2020,1,3,36,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Iowa;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Montana;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Tennessee;Texas;Utah;Vermont;Virginia;Washington;Wisconsin,0.48115066698730463,0.04143592663009362,0.43971474035721103
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2021,2,3,31,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.036536987678777,0.5500938981624666,0.48644308951631055
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2022,3,3,28,Kentucky;Oklahoma;South Dakota,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.8234637197369518,0.5699888721988866,0.25347484753806515
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2023,4,3,25,Kentucky;Oklahoma;South Dakota,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.7640382620700272,0.549767409193164,0.2142708528768632
firearm_suicide_rate_per_100k,Firearm Suicide,2019,2018,2024,5,3,23,Kentucky;Oklahoma;South Dakota,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,1.7649164734957292,0.5368190106916287,1.2280974628041004
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2016,-5,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.9486047972439687,-0.17468803558626175,-0.773916761657707
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2017,-4,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.31352508546180785,-0.07188349707244605,0.3854085825342539
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2018,-3,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.7771281097086952,0.07722410289871309,-0.8543522126074082
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2019,-2,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.5376123575267255,-0.07315310230522087,-0.46445925522150466
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2021,0,5,31,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Georgia;Hawaii;Illinois;Indiana;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Ohio;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.3777034037657687,0.62731800106118,0.7503854027045888
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2022,1,5,28,Iowa;Montana;Tennessee;Texas;Utah,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,1.1061041160329965,0.6235765724430431,0.4825275435899534
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2023,2,5,25,Iowa;Montana;Tennessee;Texas;Utah,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.93749357975595,0.5523045213857019,0.3851890583702482
firearm_suicide_rate_per_100k,Firearm Suicide,2021,2020,2024,3,5,23,Iowa;Montana;Tennessee;Texas;Utah,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.8690051940499777,0.5330310942559285,0.33597409979404913
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2017,-5,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.1028872940465642,-0.6559494485715252,-0.446937845475039
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2018,-4,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.8498746111058656,-0.5179745360613881,-0.3319000750444775
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2019,-3,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.0344548787931853,-0.6646871274278164,-0.3697677513653689
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2020,-2,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.1477051387804407,-0.5715622363055447,-0.576142902474896
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2022,0,3,28,Georgia;Indiana;Ohio,Alabama;Arkansas;California;Colorado;Connecticut;Delaware;Florida;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nebraska;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.10072355084681384,0.05201433613749845,-0.1527378869843123
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2023,1,3,25,Georgia;Indiana;Ohio,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,0.33899007357191796,0.010162810979921711,0.32882726259199624
firearm_suicide_rate_per_100k,Firearm Suicide,2022,2021,2024,2,3,23,Georgia;Indiana;Ohio,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;Vermont;Virginia;Washington;Wisconsin,0.4904123095945643,-0.014345850493666356,0.5047581600882306
firearm_suicide_rate_per_100k,Firearm Suicide,2023,2022,2018,-5,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.9512985263572954,-0.5242317136998775,-0.42706681265741786
firearm_suicide_rate_per_100k,Firearm Suicide,2023,2022,2019,-4,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-0.9947801786696836,-0.6833320177527908,-0.31144816091689276
firearm_suicide_rate_per_100k,Firearm Suicide,2023,2022,2020,-3,3,25,Alabama;Florida;Nebraska,Arkansas;California;Colorado;Connecticut;Delaware;Hawaii;Illinois;Louisiana;Maryland;Massachusetts;Michigan;Minnesota;Nevada;New Jersey;New Mexico;New York;North Carolina;Oregon;Pennsylvania;Rhode Island;South Carolina;Vermont;Virginia;Washington;Wisconsin,-1.430307793698273,-0.5267688258924155,-0.9035389678058576
