State,State Code,Year,Sex,broad_age_group,Deaths,Population,component_age_groups_observed,rate_per_100k,expected_component_age_groups,complete_broad_age_group
Arizona,4,2011,Female,25-44,22,830154.0,2,2.650110702351612,2,True
Arizona,4,2011,Female,45-64,40,823153.0,2,4.859363933557916,2,True
Arizona,4,2011,Female,65+,10,274251.0,1,3.646294817521176,3,False
Arizona,4,2011,Male,15-24,68,473061.0,1,14.374467563379776,1,True
Arizona,4,2011,Male,25-44,167,862265.0,2,19.367595808713098,2,True
Arizona,4,2011,Male,45-64,215,775479.0,2,27.724799768917016,2,True
Arizona,4,2011,Male,65+,138,421550.0,3,32.73633020993951,3,True
Arizona,4,2012,Female,25-44,23,835615.0,2,2.7524637542408885,2,True
Arizona,4,2012,Female,45-64,44,825325.0,2,5.331233150577045,2,True
Arizona,4,2012,Female,65+,13,294074.0,1,4.4206560253541625,3,False
Arizona,4,2012,Male,15-24,68,476802.0,1,14.261685143938154,1,True
Arizona,4,2012,Male,25-44,156,868390.0,2,17.96427872269372,2,True
Arizona,4,2012,Male,45-64,207,778547.0,2,26.587990191985842,2,True
Arizona,4,2012,Male,65+,137,445307.0,3,30.765292259048252,3,True
Arizona,4,2013,Female,25-44,28,838102.0,2,3.340882136064584,2,True
Arizona,4,2013,Female,45-64,42,829634.0,2,5.0624733316137,2,True
Arizona,4,2013,Male,15-24,43,483017.0,1,8.902378177165607,1,True
Arizona,4,2013,Male,25-44,170,873501.0,2,19.461912464897008,2,True
Arizona,4,2013,Male,45-64,186,783433.0,2,23.741660103671915,2,True
Arizona,4,2013,Male,65+,158,468124.0,3,33.75174099170305,3,True
Arizona,4,2014,Female,25-44,39,850795.0,2,4.583947954560147,2,True
Arizona,4,2014,Female,45-64,40,839951.0,2,4.762182555887189,2,True
Arizona,4,2014,Female,65+,16,329272.0,1,4.859204548215457,3,False
Arizona,4,2014,Male,15-24,61,486536.0,1,12.537612838515546,1,True
Arizona,4,2014,Male,25-44,141,883543.0,2,15.958476271103953,2,True
Arizona,4,2014,Male,45-64,202,793466.0,2,25.45792762386794,2,True
Arizona,4,2014,Male,65+,160,492186.0,3,32.50803558004494,3,True
Arizona,4,2015,Female,15-24,18,459370.0,1,3.9184099962992796,1,True
Arizona,4,2015,Female,25-44,37,860510.0,2,4.299775714401925,2,True
Arizona,4,2015,Female,45-64,43,852535.0,2,5.043781193733982,2,True
Arizona,4,2015,Female,65+,15,345557.0,1,4.340817867963896,3,False
Arizona,4,2015,Male,15-24,59,488873.0,1,12.06857404683834,1,True
Arizona,4,2015,Male,25-44,158,894748.0,2,17.658603316240995,2,True
Arizona,4,2015,Male,45-64,185,804934.0,2,22.983250800686765,2,True
Arizona,4,2015,Male,65+,180,515817.0,3,34.896096871564914,3,True
Arizona,4,2016,Female,15-24,12,459941.0,1,2.6090302886674595,1,True
Arizona,4,2016,Female,25-44,34,870427.0,2,3.906128831022016,2,True
Arizona,4,2016,Female,45-64,51,863378.0,2,5.90703029264123,2,True
Arizona,4,2016,Female,65+,16,361602.0,1,4.424754287863452,3,False
Arizona,4,2016,Male,15-24,61,491319.0,1,12.415558934215856,1,True
Arizona,4,2016,Male,25-44,151,907921.0,2,16.63140295245952,2,True
Arizona,4,2016,Male,45-64,215,814661.0,2,26.391345602649444,2,True
Arizona,4,2016,Male,65+,211,539356.0,3,39.12072916589414,3,True
Arizona,4,2017,Female,15-24,11,460211.0,1,2.3902079698225376,1,True
Arizona,4,2017,Female,25-44,39,885553.0,2,4.404027765701206,2,True
Arizona,4,2017,Female,45-64,45,871146.0,2,5.165609438601566,2,True
Arizona,4,2017,Female,65+,17,372192.0,1,4.567535035680509,3,False
Arizona,4,2017,Male,15-24,78,491398.0,1,15.873080476518016,1,True
Arizona,4,2017,Male,25-44,173,929021.0,2,18.62175343722047,2,True
Arizona,4,2017,Male,45-64,209,822871.0,2,25.398877831397634,2,True
Arizona,4,2017,Male,65+,203,554185.0,3,36.63036711567437,3,True
Arizona,4,2018,Female,15-24,10,467659.0,1,2.138310178997945,1,True
Arizona,4,2018,Female,25-44,29,909439.0,2,3.1887790165145766,2,True
Arizona,4,2018,Female,45-64,35,882499.0,2,3.966010159784884,2,True
Arizona,4,2018,Female,65+,17,386574.0,1,4.397605633074133,3,False
Arizona,4,2018,Male,15-24,94,498311.0,1,18.863721651739578,1,True
Arizona,4,2018,Male,25-44,161,956837.0,2,16.826272395402768,2,True
Arizona,4,2018,Male,45-64,225,834568.0,2,26.960055981058467,2,True
Arizona,4,2018,Male,65+,218,579574.0,3,37.61383360882303,3,True
Arizona,4,2019,Female,15-24,11,472432.0,1,2.3283774172791007,1,True
Arizona,4,2019,Female,25-44,31,926326.0,2,3.346554020938633,2,True
Arizona,4,2019,Female,45-64,47,889695.0,2,5.282709243055204,2,True
Arizona,4,2019,Female,65+,19,401078.0,1,4.737233156642848,3,False
Arizona,4,2019,Male,15-24,67,501115.0,1,13.370184488590445,1,True
Arizona,4,2019,Male,25-44,202,976794.0,2,20.679897706169367,2,True
Arizona,4,2019,Male,45-64,193,843189.0,2,22.88929291060486,2,True
Arizona,4,2019,Male,65+,223,602361.0,3,37.02098907465789,3,True
Arizona,4,2020,Female,15-24,11,479710.0,1,2.293052052281587,1,True
Arizona,4,2020,Female,25-44,44,946193.0,2,4.650214068377171,2,True
Arizona,4,2020,Female,45-64,43,900537.0,2,4.774928736964722,2,True
Arizona,4,2020,Female,65+,23,653648.0,2,3.518713435977774,3,False
Arizona,4,2020,Male,15-24,95,506562.0,1,18.75387415558214,1,True
Arizona,4,2020,Male,25-44,196,998553.0,2,19.628402298125387,2,True
Arizona,4,2020,Male,45-64,202,854056.0,2,23.651844843897823,2,True
Arizona,4,2020,Male,65+,210,632152.0,3,33.21985851504069,3,True
Arizona,4,2021,Female,15-24,12,474376.0,1,2.529638936202506,1,True
Arizona,4,2021,Female,25-44,41,930234.0,2,4.407493168385589,2,True
Arizona,4,2021,Female,45-64,47,875766.0,2,5.366730382316738,2,True
Arizona,4,2021,Female,65+,16,492102.0,2,3.251358458205819,3,False
Arizona,4,2021,Male,15-24,95,500567.0,1,18.978478405488175,1,True
Arizona,4,2021,Male,25-44,218,986050.0,2,22.10841235231479,2,True
Arizona,4,2021,Male,45-64,194,851800.0,2,22.77529936604837,2,True
Arizona,4,2021,Male,65+,244,618763.0,3,39.43351493221153,3,True
Arizona,4,2022,Female,25-44,42,938383.0,2,4.4757844078590505,2,True
Arizona,4,2022,Female,45-64,40,869978.0,2,4.597817416072591,2,True
Arizona,4,2022,Female,65+,18,415285.0,1,4.334372780138941,3,False
Arizona,4,2022,Male,15-24,95,520774.0,1,18.24207813754143,1,True
Arizona,4,2022,Male,25-44,241,1006005.0,2,23.956143359128433,2,True
Arizona,4,2022,Male,45-64,248,853875.0,2,29.04406382667252,2,True
Arizona,4,2022,Male,65+,275,636308.0,3,43.218064207899324,3,True
Arizona,4,2023,Female,25-44,37,955892.0,2,3.8707301661693996,2,True
Arizona,4,2023,Female,45-64,38,880749.0,2,4.3145095821851625,2,True
Arizona,4,2023,Female,65+,22,686663.0,2,3.2039006033527366,3,False
Arizona,4,2023,Male,15-24,95,515591.0,1,18.425457387735626,1,True
Arizona,4,2023,Male,25-44,248,1015014.0,2,24.433160527835085,2,True
Arizona,4,2023,Male,45-64,234,857737.0,2,27.28108965801872,2,True
Arizona,4,2023,Male,65+,269,662871.0,3,40.581048197914825,3,True
Arizona,4,2024,Female,15-24,18,496857.0,1,3.6227727495033784,1,True
Arizona,4,2024,Female,25-44,44,983737.0,2,4.472740173440665,2,True
Arizona,4,2024,Female,45-64,46,886214.0,2,5.190619872852381,2,True
Arizona,4,2024,Female,65+,27,711427.0,2,3.7951891058393903,3,False
Arizona,4,2024,Male,15-24,94,530080.0,1,17.733172351343196,1,True
Arizona,4,2024,Male,25-44,232,1045635.0,2,22.187474596776124,2,True
Arizona,4,2024,Male,45-64,224,862508.0,2,25.970773604418742,2,True
Arizona,4,2024,Male,65+,240,688133.0,3,34.87697872358977,3,True
Arkansas,5,1999,Female,65+,0,78259.0,1,0.0,3,False
Arkansas,5,1999,Male,15-24,34,193430.0,1,17.577418187457994,1,True
Arkansas,5,1999,Male,25-44,63,371322.0,2,16.966406515100104,2,True
Arkansas,5,1999,Male,45-64,46,286189.0,2,16.073294221650727,2,True
Arkansas,5,1999,Male,65+,57,153230.0,3,37.19898192260001,3,True
Arkansas,5,2000,Female,25-44,13,201007.0,1,6.467436457436806,2,False
Arkansas,5,2000,Female,65+,0,32931.0,1,0.0,3,False
Arkansas,5,2000,Male,15-24,31,193868.0,1,15.99026141498339,1,True
Arkansas,5,2000,Male,25-44,71,374394.0,2,18.963979123597067,2,True
Arkansas,5,2000,Male,45-64,33,294114.0,2,11.22013912972521,2,True
Arkansas,5,2000,Male,65+,65,154428.0,3,42.09081254694745,3,True
Arkansas,5,2001,Male,15-24,28,197251.0,1,14.195111811853934,1,True
Arkansas,5,2001,Male,25-44,92,370795.0,2,24.811553553850512,2,True
Arkansas,5,2001,Male,45-64,63,303880.0,2,20.731867842569436,2,True
Arkansas,5,2001,Male,65+,44,141861.0,2,31.016276496006654,3,False
Arkansas,5,2002,Female,25-44,12,195973.0,1,6.123292494374225,2,False
Arkansas,5,2002,Male,15-24,33,198621.0,1,16.61455737308744,1,True
Arkansas,5,2002,Male,25-44,71,368111.0,2,19.287660515442354,2,True
Arkansas,5,2002,Male,45-64,74,312126.0,2,23.708374182221284,2,True
Arkansas,5,2002,Male,65+,41,142942.0,2,28.682962320381694,3,False
Arkansas,5,2003,Male,15-24,29,200449.0,1,14.46752041666459,1,True
Arkansas,5,2003,Male,25-44,61,366852.0,2,16.627958958926214,2,True
Arkansas,5,2003,Male,45-64,81,319831.0,2,25.32587522785471,2,True
Arkansas,5,2003,Male,65+,49,144825.0,2,33.83393751078888,3,False
Arkansas,5,2004,Female,15-24,0,192648.0,1,0.0,1,True
Arkansas,5,2004,Female,45-64,14,191509.0,1,7.310361392937146,2,False
Arkansas,5,2004,Female,65+,0,32551.0,1,0.0,3,False
Arkansas,5,2004,Male,15-24,18,200828.0,1,8.962893620411498,1,True
Arkansas,5,2004,Male,25-44,60,367936.0,2,16.30718385806227,2,True
Arkansas,5,2004,Male,45-64,77,328205.0,2,23.460946664432292,2,True
Arkansas,5,2004,Male,65+,38,146459.0,2,25.945827842604416,3,False
Arkansas,5,2005,Female,45-64,10,194959.0,1,5.129283592960571,2,False
Arkansas,5,2005,Female,65+,0,32829.0,1,0.0,3,False
Arkansas,5,2005,Male,15-24,36,201084.0,1,17.90296592468819,1,True
Arkansas,5,2005,Male,25-44,62,370006.0,2,16.756485029972488,2,True
Arkansas,5,2005,Male,45-64,71,336790.0,2,21.081386026901036,2,True
Arkansas,5,2005,Male,65+,42,163455.0,3,25.69514545287694,3,True
Arkansas,5,2006,Female,65+,0,111491.0,2,0.0,3,False
Arkansas,5,2006,Male,15-24,22,201934.0,1,10.894648746620183,1,True
Arkansas,5,2006,Male,25-44,71,373245.0,2,19.022357968626505,2,True
Arkansas,5,2006,Male,45-64,75,346014.0,2,21.67542353777593,2,True
Arkansas,5,2006,Male,65+,49,152860.0,2,32.05547559858694,3,False
Arkansas,5,2007,Female,25-44,13,190400.0,1,6.8277310924369745,2,False
Arkansas,5,2007,Female,45-64,10,202011.0,1,4.9502254827707395,2,False
Arkansas,5,2007,Female,65+,0,77596.0,1,0.0,3,False
Arkansas,5,2007,Male,15-24,17,203493.0,1,8.354095718280236,1,True
Arkansas,5,2007,Male,25-44,70,372699.0,2,18.781912481654096,2,True
Arkansas,5,2007,Male,45-64,68,353186.0,2,19.25331128640433,2,True
Arkansas,5,2007,Male,65+,46,156135.0,2,29.46168379927627,3,False
Arkansas,5,2008,Female,25-44,20,372915.0,2,5.363152461016586,2,True
Arkansas,5,2008,Female,45-64,10,204513.0,1,4.8896647156904445,2,False
Arkansas,5,2008,Female,65+,0,34435.0,1,0.0,3,False
Arkansas,5,2008,Male,15-24,31,203933.0,1,15.201070939965577,1,True
Arkansas,5,2008,Male,25-44,67,372439.0,2,17.989523116537203,2,True
Arkansas,5,2008,Male,45-64,68,359310.0,2,18.925162116278422,2,True
Arkansas,5,2008,Male,65+,58,160315.0,2,36.17877304057637,3,False
Arkansas,5,2009,Female,25-44,10,186737.0,1,5.355125122498487,2,False
Arkansas,5,2009,Female,45-64,11,206045.0,1,5.338639617559271,2,False
Arkansas,5,2009,Female,65+,0,34574.0,1,0.0,3,False
Arkansas,5,2009,Male,15-24,34,203722.0,1,16.68941007844023,1,True
Arkansas,5,2009,Male,25-44,72,371444.0,2,19.38381021096047,2,True
Arkansas,5,2009,Male,45-64,85,365304.0,2,23.26829161465519,2,True
Arkansas,5,2009,Male,65+,49,164060.0,2,29.86712178471291,3,False
Arkansas,5,2010,Female,65+,0,34868.0,1,0.0,3,False
Arkansas,5,2010,Male,15-24,22,204979.0,1,10.732806775328203,1,True
Arkansas,5,2010,Male,25-44,77,371130.0,2,20.74744698623124,2,True
Arkansas,5,2010,Male,45-64,73,369819.0,2,19.73938602397389,2,True
Arkansas,5,2010,Male,65+,57,182992.0,3,31.14890268427035,3,True
Arkansas,5,2011,Female,25-44,12,182662.0,1,6.569510899913501,2,False
Arkansas,5,2011,Female,45-64,11,204589.0,1,5.376633152320018,2,False
Arkansas,5,2011,Male,15-24,31,204874.0,1,15.131251403301542,1,True
Arkansas,5,2011,Male,25-44,85,372795.0,2,22.80073498839845,2,True
Arkansas,5,2011,Male,45-64,86,373989.0,2,22.99532873961534,2,True
Arkansas,5,2011,Male,65+,41,170494.0,2,24.04776707684728,3,False
Arkansas,5,2012,Female,45-64,11,201052.0,1,5.4712213755645305,2,False
Arkansas,5,2012,Female,65+,0,113644.0,2,0.0,3,False
Arkansas,5,2012,Male,15-24,39,205547.0,1,18.97376269174447,1,True
Arkansas,5,2012,Male,25-44,73,373748.0,2,19.53187709365669,2,True
Arkansas,5,2012,Male,45-64,97,370878.0,2,26.154153117736833,2,True
Arkansas,5,2012,Male,65+,53,176803.0,2,29.97686690836694,3,False
Arkansas,5,2013,Female,45-64,14,198253.0,1,7.061683808063434,2,False
Arkansas,5,2013,Female,65+,0,36212.0,1,0.0,3,False
Arkansas,5,2013,Male,15-24,37,207262.0,1,17.851801101986858,1,True
Arkansas,5,2013,Male,25-44,69,374098.0,2,18.444364845575222,2,True
Arkansas,5,2013,Male,45-64,89,369128.0,2,24.11087752757851,2,True
Arkansas,5,2013,Male,65+,67,182617.0,2,36.68880772326782,3,False
Arkansas,5,2014,Female,45-64,23,387480.0,2,5.935790234334675,2,True
Arkansas,5,2014,Male,15-24,33,206967.0,1,15.944570873617533,1,True
Arkansas,5,2014,Male,25-44,73,375032.0,2,19.465005652850955,2,True
Arkansas,5,2014,Male,45-64,89,367943.0,2,24.18852920153393,2,True
Arkansas,5,2014,Male,65+,59,188120.0,2,31.36295981288539,3,False
Arkansas,5,2015,Female,25-44,25,378477.0,2,6.605421201288322,2,True
Arkansas,5,2015,Female,45-64,25,388177.0,2,6.440360969351611,2,True
Arkansas,5,2015,Male,15-24,25,206234.0,1,12.122152506376253,1,True
Arkansas,5,2015,Male,25-44,74,376255.0,2,19.6675127240834,2,True
Arkansas,5,2015,Male,45-64,97,368705.0,2,26.30829524958978,2,True
Arkansas,5,2015,Male,65+,69,192894.0,2,35.77094155339202,3,False
Arkansas,5,2016,Female,25-44,21,379744.0,2,5.530041290974973,2,True
Arkansas,5,2016,Female,45-64,36,388233.0,2,9.272782066439483,2,True
Arkansas,5,2016,Female,65+,0,36945.0,1,0.0,3,False
Arkansas,5,2016,Male,15-24,31,205439.0,1,15.08963731326574,1,True
Arkansas,5,2016,Male,25-44,67,377737.0,2,17.737208692820666,2,True
Arkansas,5,2016,Male,45-64,74,369009.0,2,20.053711427092562,2,True
Arkansas,5,2016,Male,65+,87,216666.0,3,40.15396970452217,3,True
Arkansas,5,2017,Female,25-44,12,196976.0,1,6.092112744699862,2,False
Arkansas,5,2017,Female,45-64,37,388239.0,2,9.530212060097002,2,True
Arkansas,5,2017,Female,65+,0,37738.0,1,0.0,3,False
Arkansas,5,2017,Male,15-24,42,204838.0,1,20.504008045382204,1,True
Arkansas,5,2017,Male,25-44,82,380607.0,2,21.544532812060734,2,True
Arkansas,5,2017,Male,45-64,99,368268.0,2,26.882596370034868,2,True
Arkansas,5,2017,Male,65+,94,222227.0,3,42.29909056955276,3,True
Arkansas,5,2018,Female,25-44,26,382678.0,2,6.794223864450007,2,True
Arkansas,5,2018,Female,45-64,10,187287.0,1,5.339398890472911,2,False
Arkansas,5,2018,Female,65+,0,38043.0,1,0.0,3,False
Arkansas,5,2018,Male,15-24,32,204025.0,1,15.684352407793162,1,True
Arkansas,5,2018,Male,25-44,82,382428.0,2,21.441944627485434,2,True
Arkansas,5,2018,Male,45-64,97,366385.0,2,26.474882978287866,2,True
Arkansas,5,2018,Male,65+,69,207037.0,2,33.32737626607804,3,False
Arkansas,5,2019,Female,25-44,10,186049.0,1,5.3749281103365245,2,False
Arkansas,5,2019,Female,45-64,20,383784.0,2,5.211264669710045,2,True
Arkansas,5,2019,Female,65+,0,128590.0,2,0.0,3,False
Arkansas,5,2019,Male,15-24,50,202828.0,1,24.651428796813065,1,True
Arkansas,5,2019,Male,25-44,78,383522.0,2,20.337816344303587,2,True
Arkansas,5,2019,Male,45-64,94,363792.0,2,25.838940933280554,2,True
Arkansas,5,2019,Male,65+,70,233538.0,3,29.97370877544554,3,True
Arkansas,5,2020,Female,45-64,18,200163.0,1,8.992670973156876,2,False
Arkansas,5,2020,Male,15-24,44,203184.0,1,21.65524844475943,1,True
Arkansas,5,2020,Male,25-44,98,385619.0,2,25.41368552898068,2,True
Arkansas,5,2020,Male,45-64,92,362122.0,2,25.40580246436284,2,True
Arkansas,5,2020,Male,65+,79,239012.0,3,33.052733753953774,3,True
Arkansas,5,2021,Female,25-44,29,386241.0,2,7.50826556476397,2,True
Arkansas,5,2021,Female,45-64,15,180217.0,1,8.323299133822003,2,False
Arkansas,5,2021,Male,15-24,38,204767.0,1,18.557677750809457,1,True
Arkansas,5,2021,Male,25-44,91,386842.0,2,23.52381592484787,2,True
Arkansas,5,2021,Male,45-64,97,366243.0,2,26.48514783900307,2,True
Arkansas,5,2021,Male,65+,96,237904.0,3,40.35241105656063,3,True
Arkansas,5,2022,Female,25-44,12,189942.0,1,6.317718040243864,2,False
Arkansas,5,2022,Female,45-64,11,193058.0,1,5.697769582198096,2,False
Arkansas,5,2022,Female,65+,11,204736.0,2,5.372772741481713,3,False
Arkansas,5,2022,Male,15-24,34,212121.0,1,16.02858745715889,1,True
Arkansas,5,2022,Male,25-44,96,392347.0,2,24.46813662395787,2,True
Arkansas,5,2022,Male,45-64,83,364601.0,2,22.76461117769836,2,True
Arkansas,5,2022,Male,65+,68,222036.0,2,30.625664306689007,3,False
Arkansas,5,2023,Female,25-44,20,393255.0,2,5.085758604467839,2,True
Arkansas,5,2023,Female,45-64,21,374074.0,2,5.613862497794554,2,True
Arkansas,5,2023,Female,65+,0,35393.0,1,0.0,3,False
Arkansas,5,2023,Male,15-24,33,212331.0,1,15.541772044590758,1,True
Arkansas,5,2023,Male,25-44,108,394677.0,2,27.36414840489818,2,True
Arkansas,5,2023,Male,45-64,93,363353.0,2,25.594944860782764,2,True
Arkansas,5,2023,Male,65+,98,248094.0,3,39.50115681959257,3,True
Arkansas,5,2024,Female,45-64,11,183427.0,1,5.996936110823379,2,False
Arkansas,5,2024,Female,65+,0,36003.0,1,0.0,3,False
Arkansas,5,2024,Male,15-24,50,214663.0,1,23.292323316081486,1,True
Arkansas,5,2024,Male,25-44,105,399521.0,2,26.281472062795196,2,True
Arkansas,5,2024,Male,45-64,97,362916.0,2,26.727948065116994,2,True
Arkansas,5,2024,Male,65+,89,231868.0,2,38.38390808563493,3,False
California,6,1999,Female,15-24,18,2250560.0,1,0.7998009384331012,1,True
California,6,1999,Female,25-44,81,5260825.0,2,1.53968246425228,2,True
California,6,1999,Female,45-64,66,3444839.0,2,1.9159095679072375,2,True
California,6,1999,Female,65+,31,1316530.0,2,2.3546747890287345,3,False
California,6,1999,Male,15-24,151,2455726.0,1,6.148894461352773,1,True
California,6,1999,Male,25-44,393,5479904.0,2,7.1716584816084366,2,True
California,6,1999,Male,45-64,379,3287518.0,2,11.52845398869299,2,True
California,6,1999,Male,65+,399,1502249.0,3,26.56017744062402,3,True
California,6,2000,Female,15-24,15,2315020.0,1,0.6479425663709169,1,True
California,6,2000,Female,25-44,73,5248109.0,2,1.3909772072188287,2,True
California,6,2000,Female,45-64,66,3554659.0,2,1.8567181830943558,2,True
California,6,2000,Female,65+,33,1790309.0,2,1.843257225428683,3,False
California,6,2000,Male,15-24,133,2517156.0,1,5.283740856744676,1,True
California,6,2000,Male,25-44,388,5466294.0,2,7.09804485452118,2,True
California,6,2000,Male,45-64,353,3391069.0,2,10.409696765238337,2,True
California,6,2000,Male,65+,416,1513874.0,3,27.47916933641769,3,True
California,6,2001,Female,15-24,14,2385289.0,1,0.5869309756595532,1,True
California,6,2001,Female,25-44,58,5266238.0,2,1.1013554647549162,2,True
California,6,2001,Female,45-64,68,3714112.0,2,1.8308548584426103,2,True
California,6,2001,Female,65+,25,1810941.0,2,1.380497763317524,3,False
California,6,2001,Male,15-24,124,2599811.0,1,4.769577480824568,1,True
California,6,2001,Male,25-44,362,5484480.0,2,6.600443433105783,2,True
California,6,2001,Male,45-64,376,3548583.0,2,10.595778653056726,2,True
California,6,2001,Male,65+,413,1542999.0,3,26.76605752822912,3,True
California,6,2002,Female,15-24,17,2435297.0,1,0.6980668066359053,1,True
California,6,2002,Female,25-44,64,5259555.0,2,1.2168329830185254,2,True
California,6,2002,Female,45-64,60,3850013.0,2,1.5584362961891298,2,True
California,6,2002,Female,65+,27,1824965.0,2,1.4794804283917773,3,False
California,6,2002,Male,15-24,115,2648015.0,1,4.34287570123281,1,True
California,6,2002,Male,25-44,376,5466033.0,2,6.878846139421404,2,True
California,6,2002,Male,45-64,402,3681805.0,2,10.918557609650701,2,True
California,6,2002,Male,65+,422,1564745.0,3,26.969250580765557,3,True
California,6,2003,Female,15-24,14,2484539.0,1,0.5634848154929345,1,True
California,6,2003,Female,25-44,52,5256597.0,2,0.9892331483657583,2,True
California,6,2003,Female,45-64,63,3984130.0,2,1.5812737034183122,2,True
California,6,2003,Female,65+,31,1842670.0,2,1.6823413850553817,3,False
California,6,2003,Male,15-24,149,2680116.0,1,5.559460859156843,1,True
California,6,2003,Male,25-44,371,5440425.0,2,6.819320181787268,2,True
California,6,2003,Male,45-64,429,3813849.0,2,11.248478898876176,2,True
California,6,2003,Male,65+,385,1592662.0,3,24.173365095670015,3,True
California,6,2004,Female,15-24,18,2524345.0,1,0.7130562581580568,1,True
California,6,2004,Female,25-44,51,5251897.0,2,0.9710776886903912,2,True
California,6,2004,Female,45-64,79,4103556.0,2,1.925159544551116,2,True
California,6,2004,Female,65+,29,1854575.0,2,1.5637005782996105,3,False
California,6,2004,Male,15-24,121,2729284.0,1,4.433397184023356,1,True
California,6,2004,Male,25-44,301,5423596.0,2,5.549823401300539,2,True
California,6,2004,Male,45-64,382,3931655.0,2,9.716010178919564,2,True
California,6,2004,Male,65+,381,1613934.0,3,23.606913293852166,3,True
California,6,2005,Female,25-44,44,5229523.0,2,0.8413769286414841,2,True
California,6,2005,Female,45-64,69,4223322.0,2,1.6337849683258818,2,True
California,6,2005,Female,65+,32,1868868.0,2,1.7122664629069577,3,False
California,6,2005,Male,15-24,125,2774815.0,1,4.504804824826159,1,True
California,6,2005,Male,25-44,290,5389478.0,2,5.380855066112154,2,True
California,6,2005,Male,45-64,396,4056397.0,2,9.7623580729401,2,True
California,6,2005,Male,65+,360,1642736.0,3,21.914659446192204,3,True
California,6,2006,Female,15-24,11,2585126.0,1,0.4255111743102657,1,True
California,6,2006,Female,25-44,35,5214224.0,2,0.671240821261227,2,True
California,6,2006,Female,45-64,70,4333104.0,2,1.6154701110335687,2,True
California,6,2006,Female,65+,29,1872777.0,2,1.548502571315218,3,False
California,6,2006,Male,15-24,131,2804165.0,1,4.671622390265908,1,True
